property_type,property_quality,rooms,living_area,bathrooms,garden_sqm,terrace_sqm,land_area,distance_from_airport,Skiresort_distance,terrace,garden,pool,car_box,Province,City,price,land,province_median,city_median
2,0,3,124,2,0,0,0,15,10,0,0,0,0,92,880,484000,0,489500,484000
2,1,2,52,1,0,0,0,24,18,0,0,0,0,25,261,140000,0,120000,129000
0,0,5,490,3,0,0,37000,17,33,0,0,0,0,1,1,1950000,1,640000,880000
0,0,3,497,5,280,0,0,43,148,0,1,0,0,42,273,350000,0,209500,209500
0,0,3,275,2,0,0,0,31,8,0,0,0,0,10,2424,300000,0,259000,300000
0,0,6,286,4,0,0,0,44,179,0,0,0,0,43,763,600000,0,230000,325000
2,0,2,60,2,0,0,0,84,31,0,0,0,0,13,206,218000,0,380000,285000
0,0,3,214,2,0,0,0,62,13,0,0,0,0,7,1784,125000,0,357500,125000
0,0,2,55,2,0,0,0,26,20,0,0,0,0,9,200,75000,0,270000,330000
0,0,4,211,2,0,0,0,10,18,0,0,0,0,61,676,180000,0,110000,185000
0,1,3,80,2,0,0,0,77,45,0,0,0,0,70,1267,45000,0,84500,79500
0,0,3,135,2,0,0,0,55,42,0,0,0,0,25,342,32000,0,120000,73577
0,0,4,340,3,1200,100,0,47,43,1,1,0,0,73,1031,287000,0,199000,286000
2,0,4,119,2,0,0,0,15,10,0,0,0,0,92,880,426000,0,489500,484000
2,0,2,104,1,0,0,0,61,164,0,0,0,0,43,890,53000,0,230000,130000
0,0,4,284,2,0,0,26000,46,49,0,0,0,0,40,138,890000,1,432500,780000
2,0,2,100,1,80,0,0,44,29,0,1,0,0,52,385,188000,0,390000,200000
0,1,2,90,2,0,0,0,52,55,0,0,0,1,73,2425,58000,0,199000,58000
2,1,2,70,1,0,0,0,68,71,0,0,0,1,80,589,128000,0,139500,110000
0,0,3,211,4,300,0,0,45,64,0,1,0,0,14,2426,360000,0,320000,360000
2,0,2,106,3,60,0,60,25,53,0,1,0,0,21,576,320000,1,290000,190000
2,0,3,80,2,0,0,0,27,5,0,0,0,0,10,765,340000,0,259000,125000
0,0,4,223,3,1000,0,0,84,34,0,1,0,0,13,206,1500000,0,380000,285000
0,1,3,350,5,0,0,0,32,20,0,0,0,1,68,2427,560000,0,395000,560000
0,0,6,420,5,0,0,15000,98,42,0,0,0,0,44,637,1600000,1,550000,582000
2,0,3,117,2,0,0,0,24,65,0,0,0,0,55,114,177000,0,165000,176000
0,0,2,195,2,0,0,0,26,34,0,0,0,0,9,405,88000,0,270000,120000
2,0,2,80,2,400,4,0,73,12,1,1,0,0,79,802,120000,0,490000,120000
2,0,2,95,1,0,0,0,84,31,0,0,0,0,13,206,130000,0,380000,285000
2,1,2,128,1,0,0,0,33,44,0,0,0,0,8,413,110000,0,195000,97000
0,0,5,270,2,0,0,15000,37,44,0,0,0,0,21,443,720000,1,290000,720000
0,0,2,90,1,0,0,0,34,43,0,0,0,0,21,52,50000,0,290000,195000
0,0,6,538,5,0,0,5,67,20,0,0,0,0,19,232,1950000,1,500000,900000
2,0,3,200,2,0,0,0,18,59,0,0,0,0,38,282,1000000,0,650000,780000
2,0,3,126,2,0,0,0,15,32,0,0,0,0,68,987,285000,0,395000,269000
2,1,2,147,2,0,0,0,20,68,0,0,0,0,18,2428,279000,0,639000,279000
0,0,3,100,2,200,0,0,13,57,0,1,0,0,77,938,240000,0,267000,240000
2,0,4,215,3,0,0,0,35,5,0,0,0,0,17,20,800000,0,550000,677500
2,0,2,70,1,0,0,0,58,24,0,0,0,0,19,239,95000,0,500000,490000
0,1,4,240,4,0,0,0,52,5,0,0,0,0,5,2429,550000,0,245000,550000
0,4,2,110,1,0,0,0,61,10,0,0,0,0,28,1532,35000,0,161000,85500
0,0,4,400,5,0,0,0,17,20,0,0,0,0,11,1174,3700000,0,648500,1200000
2,0,2,140,2,0,0,0,77,83,0,0,0,0,80,816,75000,0,139500,199500
0,0,7,880,10,0,0,5,58,42,0,0,0,0,40,302,3700000,1,432500,890000
2,1,2,67,1,0,0,0,85,32,0,0,0,0,13,14,140000,0,380000,645000
6,1,6,187,4,1,213,0,18,63,1,1,0,1,76,2430,980000,0,82500,980000
0,0,3,400,2,0,0,2100,70,24,0,0,0,0,41,2035,199000,1,135000,114500
0,0,5,850,5,5000,0,140000,65,25,0,1,0,0,40,835,1950000,1,432500,395000
0,0,8,435,7,0,0,30000,53,20,0,0,0,0,19,353,790000,1,500000,535000
0,0,3,125,1,0,0,0,95,160,0,0,0,0,43,451,150000,0,230000,200000
2,1,2,114,2,0,0,0,0,11,0,0,0,1,25,1326,118000,0,120000,100000
0,0,6,200,4,1000,0,0,90,23,0,1,0,0,44,344,340000,0,550000,390000
2,0,8,316,9,0,0,0,48,61,0,0,0,0,8,180,659000,0,195000,192500
0,0,3,130,1,60,0,0,35,41,0,1,0,0,21,884,38000,0,290000,100000
0,0,3,200,2,0,0,7500,24,35,0,0,0,0,1,476,895000,1,640000,1050000
2,1,3,140,2,0,0,0,14,8,0,0,0,1,11,2431,286000,0,648500,286000
0,0,3,120,2,0,0,1800,56,30,0,0,0,0,55,1080,188000,1,165000,185000
2,0,2,105,2,0,0,1,28,2,0,0,0,0,85,457,490000,1,1440000,1440000
1,1,4,215,3,500,0,0,83,30,0,1,0,1,13,406,579000,0,380000,350000
0,0,3,280,2,0,0,0,56,128,0,0,0,0,62,1272,280000,0,447500,264500
0,0,4,250,4,2000,0,0,73,15,0,1,0,0,24,2432,160000,0,190000,160000
0,0,6,652,0,0,0,0,26,5,0,0,0,0,11,324,950000,0,648500,890000
0,0,2,100,1,80,50,0,47,15,1,1,0,0,22,1657,390000,0,475000,390000
0,0,7,1000,3,0,0,0,49,17,0,0,0,0,74,2433,850000,0,550000,850000
0,0,2,128,1,0,0,0,42,145,0,0,0,0,35,291,210000,0,345000,215000
0,4,3,90,1,0,0,0,12,23,0,0,0,0,25,223,378297,0,120000,120000
0,1,3,200,3,0,0,0,61,9,0,0,1,1,28,208,490000,0,161000,124500
2,5,2,98,2,0,0,0,29,10,0,0,0,1,27,226,1275000,0,770000,1275000
0,0,6,302,0,0,0,0,41,17,0,0,0,0,16,1159,45000,0,200000,80000
0,0,2,163,2,0,0,284,35,34,0,0,0,0,1,548,670000,1,640000,795000
0,0,5,360,5,0,0,1,87,57,0,0,0,0,44,920,1350000,1,550000,905000
0,0,4,290,2,0,0,0,85,31,0,0,0,0,13,14,1000000,0,380000,645000
0,0,3,174,4,0,0,0,57,15,0,0,0,0,15,2434,199000,0,200000,234500
1,1,3,140,2,700,20,0,119,24,1,1,0,1,53,1915,200000,0,104000,164500
0,0,8,480,6,0,0,0,77,30,0,0,0,0,19,23,1050000,0,500000,1170042
2,4,3,130,1,0,0,0,9,35,0,0,0,0,29,1935,148000,0,1265000,145000
2,0,2,107,1,0,0,0,28,122,0,0,0,0,62,428,195000,0,447500,297000
1,2,4,165,4,0,0,0,22,164,0,0,1,0,35,375,750000,0,345000,365000
0,0,2,90,1,150,0,0,36,3,0,1,0,0,17,1678,130000,0,550000,310000
0,0,3,77,1,0,0,0,73,68,0,0,0,0,80,399,45000,0,139500,160000
2,0,2,90,1,0,0,0,60,10,0,0,0,0,28,813,95000,0,161000,155000
2,0,3,75,0,0,0,0,69,29,0,0,0,0,15,50,590000,0,200000,585000
0,0,4,400,5,500,0,0,11,33,0,1,0,0,16,2435,950000,0,200000,950000
0,0,6,300,4,0,0,0,76,177,0,0,0,0,43,2220,480000,0,230000,690000
0,0,2,80,1,0,0,0,82,27,0,0,0,0,13,126,129000,0,380000,695000
2,0,3,140,2,0,0,0,76,11,0,0,0,0,3,2436,40000,0,85000,40000
0,1,5,450,4,30,0,0,46,29,0,1,1,1,19,418,2300000,0,500000,190000
2,1,3,198,2,0,0,0,8,1,0,0,0,0,27,358,850000,0,770000,825000
0,0,9,1000,6,0,0,0,78,24,0,0,0,0,13,1569,3300000,0,380000,430000
0,0,3,190,3,500,0,0,17,34,0,1,0,0,1,1,400000,0,640000,880000
0,0,5,313,3,0,0,0,61,33,0,0,0,0,23,2093,59000,0,181500,65000
0,0,3,150,2,0,0,0,4,12,0,0,0,0,25,223,185000,0,120000,120000
2,1,5,130,3,0,0,0,31,2,0,0,0,0,6,459,390000,0,610000,495000
0,1,4,230,4,70,50,0,55,31,1,1,0,0,101,2437,220000,0,215000,220000
0,1,6,220,5,48,0,0,30,33,0,1,0,0,52,164,900000,0,390000,250000
2,0,3,169,2,0,0,0,74,59,0,0,0,0,80,470,134000,0,139500,148000
0,0,2,55,1,22,0,0,84,32,0,1,0,0,13,206,195000,0,380000,285000
2,0,3,119,2,20,0,0,81,45,0,1,0,0,44,228,100000,0,550000,174500
2,0,2,85,1,0,0,0,82,80,0,0,0,0,80,423,85000,0,139500,175500
2,0,3,156,2,0,0,0,25,9,0,0,0,0,25,776,165000,0,120000,121000
0,0,5,304,3,0,0,4500,102,13,0,0,0,0,87,2438,218000,1,97500,218000
0,0,5,270,5,0,0,0,22,118,0,0,0,0,12,157,2870000,0,420000,1290000
0,0,4,200,3,0,0,8000,33,18,0,0,0,0,1,2183,550000,1,640000,435000
2,0,3,120,2,0,0,0,4,12,0,0,0,0,25,223,240000,0,120000,120000
2,0,2,131,2,0,0,0,4,12,0,0,0,0,25,223,115000,0,120000,120000
0,0,3,210,2,0,0,7000,32,22,0,0,0,0,9,9,350000,1,270000,129000
0,0,3,160,2,250,0,0,26,58,0,1,0,0,56,2439,159000,0,385000,159000
2,0,2,85,1,0,0,0,46,25,0,0,0,0,21,236,117000,0,290000,315000
0,0,4,250,5,800,0,0,33,36,0,1,0,0,1,72,2900000,0,640000,2500000
0,0,10,1000,6,3500,0,0,52,7,0,1,0,0,4,61,5500000,0,649000,680000
0,0,6,300,4,0,0,310000,62,48,0,0,0,0,14,2440,990000,1,320000,605000
2,0,3,175,2,0,0,0,54,34,0,0,0,0,19,42,990000,0,500000,630000
0,0,2,100,1,0,0,20955,20,167,0,0,0,0,35,375,460000,1,345000,365000
1,1,10,350,9,0,0,0,6,105,0,0,1,0,12,134,1700000,0,420000,750000
0,0,4,344,3,0,0,0,3,101,0,0,0,0,12,134,1200000,0,420000,750000
0,1,6,500,3,1,20,0,47,32,1,1,1,1,58,394,595000,0,220000,190000
0,0,2,150,1,0,0,2540,34,18,0,0,0,0,47,871,34000,1,104000,84000
0,0,2,60,0,0,0,17672,36,149,0,0,0,0,35,89,90000,1,345000,340000
0,0,3,236,3,0,0,0,50,21,0,0,0,0,52,96,890000,0,390000,307500
0,0,4,170,3,0,0,2000,45,59,0,0,0,0,63,1507,169000,1,185000,169000
0,0,3,170,2,0,0,2000,42,42,0,0,0,0,55,680,450000,1,165000,327000
2,0,6,200,2,0,0,0,23,10,0,0,0,0,25,624,198000,0,120000,97500
0,0,2,77,1,0,0,4804,55,2,0,0,0,0,4,761,160000,1,649000,194500
0,0,6,337,5,300,0,0,49,32,0,1,0,0,63,519,375000,0,185000,255000
0,0,2,137,1,409,0,0,80,173,0,1,0,0,43,1533,100000,0,230000,69000
0,0,3,145,4,0,0,4000,28,23,0,0,0,0,1,187,800000,1,640000,800000
1,1,4,630,3,3,0,0,33,74,0,1,0,0,67,1039,650000,0,189000,650000
1,1,4,250,5,5,0,0,20,30,0,1,1,0,61,601,1050000,0,110000,270000
0,0,2,65,2,0,0,0,111,33,0,0,0,0,53,526,85000,0,104000,99000
2,0,3,165,2,0,0,0,7,42,0,0,0,0,50,145,659000,0,982500,1050000
0,2,2,60,1,100,0,0,126,47,0,1,0,0,0,841,210000,0,247000,198500
0,0,5,330,4,0,0,3100,71,36,0,0,0,0,44,817,850000,1,550000,662500
2,0,3,115,1,0,0,0,7,10,0,0,0,0,25,393,98000,0,120000,137000
0,0,2,140,2,2700,0,5000,48,68,0,1,0,0,73,1171,125000,1,199000,125000
0,0,3,200,2,0,0,10000,14,37,0,0,0,0,1,187,590000,1,640000,800000
0,0,10,900,7,4000,0,40000,21,28,0,1,0,0,1,187,2200000,1,640000,800000
0,1,4,460,5,1,0,0,53,32,0,1,1,1,19,42,1300000,0,500000,630000
0,1,3,144,1,0,0,0,47,44,0,0,0,1,25,824,104000,0,120000,100000
0,1,4,364,3,5,0,0,38,62,0,1,0,0,73,2441,288000,0,199000,288000
0,0,2,145,0,0,6,240,28,3,1,0,0,0,11,2442,30000,1,648500,30000
0,0,2,161,2,0,0,1200,109,32,0,0,0,0,53,216,159000,1,104000,204500
0,0,2,110,1,0,0,0,90,32,0,0,0,0,44,344,89000,0,550000,390000
0,1,3,200,2,220,0,0,0,22,0,1,0,0,1,524,158000,0,640000,150000
0,2,2,130,2,0,30,0,22,12,1,0,0,0,103,2443,200000,0,683824,200000
2,0,2,220,1,0,0,0,84,29,0,0,0,0,13,206,80000,0,380000,285000
1,1,6,160,4,0,0,0,51,113,0,0,1,1,12,625,700000,0,420000,249000
0,0,3,145,2,0,0,6600,20,166,0,0,0,0,35,375,400000,1,345000,365000
0,0,8,703,4,5000,0,13000,61,28,0,1,0,0,40,835,2500000,1,432500,395000
0,0,5,350,3,0,0,160000,46,25,0,0,0,0,21,236,225000,1,290000,315000
0,0,3,86,2,0,0,0,47,35,0,0,0,0,61,202,35000,0,110000,85000
1,1,7,285,3,120,0,0,94,160,0,1,1,0,43,95,810000,0,230000,260000
6,1,4,200,3,1,30,0,99,33,1,1,0,1,44,637,550000,0,550000,582000
2,2,2,70,1,0,0,0,19,5,0,0,0,1,10,1839,145000,0,259000,135000
0,1,6,450,6,500,0,0,42,33,0,1,1,1,19,220,1600000,0,500000,999000
2,0,4,400,4,0,0,0,37,50,0,0,0,0,84,831,1180000,0,370000,400934
0,5,4,358,2,3,0,0,48,35,0,1,0,0,61,202,180000,0,110000,85000
0,5,7,480,9,3,0,0,19,31,0,1,0,0,1,1,1100000,0,640000,880000
0,0,4,320,3,0,0,1,20,35,0,0,0,0,1,476,1050000,1,640000,1050000
0,0,4,210,2,100,0,100,34,41,0,1,0,0,21,52,200000,1,290000,195000
2,0,2,98,2,0,8,0,34,0,1,0,0,0,92,2444,1350000,0,489500,1350000
2,1,2,60,1,0,0,0,50,119,0,0,0,0,12,625,150000,0,420000,249000
2,0,7,300,3,0,0,0,25,53,0,0,0,0,55,2169,55000,0,165000,55000
0,0,4,300,3,500,0,0,51,34,0,1,0,0,23,2445,1099000,0,181500,1099000
2,0,2,90,2,0,0,0,38,2,0,0,0,0,10,746,99000,0,259000,115000
0,0,6,1000,4,0,0,0,8,29,0,0,0,0,27,358,2400000,0,770000,825000
0,0,3,125,2,0,0,0,48,53,0,0,0,0,8,602,40000,0,195000,120000
0,1,4,260,3,0,0,0,51,15,0,0,0,0,1,121,288000,0,640000,145000
7,1,2,120,1,0,0,0,0,121,0,0,0,1,62,1030,550000,0,447500,425000
0,0,5,230,3,250,0,0,4,30,0,1,0,0,47,1195,570000,0,104000,570000
2,0,3,130,2,0,0,0,18,17,0,0,0,0,25,261,109000,0,120000,129000
0,0,3,180,3,0,0,0,63,25,0,0,0,0,61,1352,110000,0,110000,130000
0,0,12,600,8,0,0,5000,29,20,0,0,0,0,15,24,330000,1,200000,107500
0,1,2,100,1,65,0,0,67,8,0,1,0,0,70,2446,33000,0,84500,40750
0,0,3,144,1,1200,0,1200,22,19,0,1,0,0,15,1067,40000,1,200000,57500
0,0,6,750,4,1000,20,6000,83,32,1,1,0,0,13,206,1750000,1,380000,285000
1,1,9,730,5,5,0,0,28,67,0,1,0,1,75,2447,550000,0,120000,550000
1,4,10,600,4,1,0,0,41,28,0,1,0,0,22,373,1200000,0,475000,550000
0,0,11,200,0,0,0,0,32,37,0,0,0,0,1,101,1200000,0,640000,1300000
0,0,2,285,3,0,0,1,15,40,0,0,0,0,57,426,290000,1,245000,597000
0,0,5,250,3,500,0,0,82,20,0,1,0,0,19,102,380000,0,500000,860000
2,0,3,165,2,0,0,0,44,54,0,0,0,0,8,861,90000,0,195000,85000
0,1,3,120,1,0,0,0,37,36,0,0,0,1,63,2448,49900,0,185000,49900
0,0,5,327,4,0,0,0,39,33,0,0,0,0,46,1607,499000,0,750000,480000
0,0,7,360,2,0,0,0,118,14,0,0,0,0,66,178,197000,0,100000,90000
0,0,2,120,1,4890,24,0,56,18,1,1,0,0,28,34,295000,0,161000,142500
2,0,2,115,2,0,0,0,17,18,0,0,0,0,11,217,850000,0,648500,686000
0,4,2,100,0,0,0,0,86,11,0,0,0,0,41,67,65000,0,135000,120000
2,0,4,178,3,0,0,0,41,46,0,0,0,0,84,787,370000,0,370000,420000
0,0,3,110,2,150,0,0,82,56,0,1,0,0,53,944,128000,0,104000,116000
0,0,4,240,2,500,0,8000,90,13,0,1,0,0,41,327,190000,1,135000,58500
1,1,4,500,3,3,0,0,40,42,0,1,0,0,33,47,1490000,0,496000,488500
0,0,9,886,1,0,0,1,45,12,0,0,0,0,39,958,148000,1,199900,154000
0,0,6,350,6,0,0,2000,53,41,0,0,0,0,73,1882,275000,1,199000,275000
0,0,3,200,2,0,0,50000,26,30,0,0,0,0,39,427,249000,1,199900,151000
2,0,2,90,1,0,0,0,65,13,0,0,0,0,28,972,110000,0,161000,160000
0,0,4,535,4,2500,0,0,42,50,0,1,0,0,40,139,655000,0,432500,430000
0,1,3,237,4,0,0,0,0,21,0,0,1,0,21,367,640000,0,290000,665000
2,4,3,180,2,0,0,0,33,3,0,0,0,1,6,459,260000,0,610000,495000
0,0,4,348,3,502,0,1366,58,52,0,1,0,0,73,2114,225000,1,199000,232500
2,0,2,382,3,0,0,0,44,50,0,0,0,0,38,596,520000,0,650000,650000
0,0,4,140,2,0,0,0,82,28,0,0,0,0,13,126,1250000,0,380000,695000
0,0,3,250,4,1500,80,0,94,19,1,1,0,0,87,2449,350000,0,97500,350000
0,0,5,243,1,0,0,0,73,4,0,0,0,0,71,2187,97000,0,149900,111000
0,0,2,55,2,130,40,0,3,276,1,1,0,0,12,134,340000,0,420000,750000
2,0,2,110,1,0,0,0,61,7,0,0,0,0,4,481,365000,0,649000,360000
0,0,3,180,3,0,0,1,44,141,0,0,0,0,35,291,270000,1,345000,215000
0,0,8,620,9,0,0,130000,42,30,0,0,0,0,19,220,2100000,1,500000,999000
0,0,3,110,2,500,0,0,36,35,0,1,0,0,1,72,980000,0,640000,2500000
2,0,3,95,1,0,0,0,12,16,0,0,0,0,25,868,138000,0,120000,186764
0,0,4,400,3,0,0,100000,63,23,0,0,0,0,91,2450,450000,1,450000,450000
0,0,2,80,1,0,0,0,63,22,0,0,0,0,61,2088,30000,0,110000,45000
2,0,2,61,2,0,0,0,4,14,0,0,0,0,25,223,130000,0,120000,120000
0,0,6,300,6,0,0,0,53,140,0,0,0,0,35,255,1700000,0,345000,480000
0,1,8,635,9,13,0,0,33,153,0,1,0,0,35,53,1000000,0,345000,270000
2,1,3,155,2,0,27,0,79,46,1,0,0,0,34,812,270000,0,340000,380000
0,0,4,542,4,0,0,20000,24,12,0,0,0,0,16,775,348000,1,200000,346423
0,0,3,200,2,2000,0,0,32,0,0,1,0,0,17,1004,700000,0,550000,1170000
0,0,3,192,2,0,0,38965,60,33,0,0,0,0,19,705,229000,1,500000,445000
0,0,2,205,2,850,0,0,71,44,0,1,0,0,44,817,300000,0,550000,662500
0,0,6,410,5,300,0,0,32,1,0,1,0,0,17,1004,2800000,0,550000,1170000
2,4,3,102,2,0,0,0,34,16,0,0,0,1,1,497,59542,0,640000,110000
0,0,3,215,1,0,0,0,61,10,0,0,0,0,28,1532,149000,0,161000,85500
0,0,4,340,2,0,0,2200,53,135,0,0,0,0,62,636,425000,1,447500,270000
0,0,3,320,4,0,0,850,50,62,0,0,0,0,8,180,950000,1,195000,192500
0,0,2,200,2,0,0,30250,28,8,0,0,0,0,16,340,60000,1,200000,47500
2,1,10,308,10,0,0,0,80,15,0,0,1,0,55,597,950000,0,165000,310000
2,0,4,456,6,0,0,1000,5,30,0,0,0,0,30,39,2800000,1,980000,1425000
0,0,3,150,3,0,0,0,76,25,0,0,0,0,13,45,250000,0,380000,290000
2,0,3,85,1,0,0,0,4,10,0,0,0,0,25,223,55000,0,120000,120000
0,0,8,450,4,125,0,0,82,28,0,1,0,0,13,126,850000,0,380000,695000
0,0,5,800,4,0,0,0,4,13,0,0,0,0,25,223,159000,0,120000,120000
0,0,2,100,2,300,0,0,31,156,0,1,0,0,35,529,340000,0,345000,372500
0,0,5,425,3,1700,0,0,65,15,0,1,0,0,28,972,250000,0,161000,160000
0,0,5,300,1,400,0,0,37,34,0,1,0,0,21,44,80000,0,290000,220000
0,1,2,130,1,0,0,0,61,32,0,0,0,0,65,784,98000,0,499500,98500
2,0,4,131,2,0,0,0,4,11,0,0,0,0,25,223,248000,0,120000,120000
2,0,3,139,3,0,0,0,48,61,0,0,0,0,8,180,199000,0,195000,192500
0,0,2,65,1,0,0,0,60,46,0,0,0,0,58,299,40000,0,220000,245000
0,0,5,450,4,5000,0,0,25,29,0,1,0,0,60,990,2500000,0,400000,399000
2,0,2,68,1,0,0,0,19,88,0,0,0,0,12,190,289000,0,420000,322500
0,0,5,578,2,0,0,20000,67,20,0,0,0,0,19,232,450000,1,500000,900000
0,1,3,330,3,0,0,0,20,47,0,0,0,1,46,79,1750000,0,750000,1190000
2,1,2,75,1,0,0,0,52,5,0,0,0,1,4,61,265000,0,649000,680000
0,1,3,125,1,0,0,0,69,25,0,0,0,1,61,231,39000,0,110000,52500
0,0,5,600,4,0,0,17988,8,34,0,0,0,0,97,2451,650000,1,168000,650000
0,4,5,171,2,0,0,0,12,19,0,0,0,1,25,494,4167960,0,120000,214000
2,1,2,103,1,0,0,0,26,21,0,0,0,1,88,2452,134000,0,460000,134000
0,0,3,240,2,280,0,0,8,47,0,1,0,0,52,650,575000,0,390000,575000
0,0,4,80,2,0,0,0,46,36,0,0,0,0,58,124,55000,0,220000,130000
0,0,2,200,2,300,0,0,8,20,0,1,0,0,61,676,180000,0,110000,185000
2,0,3,163,2,0,0,0,48,59,0,0,0,0,8,180,175000,0,195000,192500
2,0,2,94,2,0,0,0,55,44,0,0,0,0,25,342,68000,0,120000,73577
0,0,3,220,3,250,0,250,37,40,0,1,0,0,21,44,250000,1,290000,220000
0,0,3,150,2,560,40,760,48,82,1,1,0,0,8,180,290000,1,195000,192500
0,0,3,350,2,100,0,600,17,26,0,1,0,0,47,983,370000,1,104000,265000
1,5,4,460,4,0,0,0,21,13,0,0,0,0,10,1862,840000,0,259000,602500
0,0,2,100,1,0,0,8300,21,164,0,0,0,0,35,375,90000,1,345000,365000
2,0,4,116,2,0,0,0,84,31,0,0,0,0,13,206,299000,0,380000,285000
1,1,8,700,6,0,0,0,58,88,0,0,0,1,67,1897,290000,0,189000,189500
0,0,6,190,7,0,0,0,5,30,0,0,0,0,30,39,1560000,0,980000,1425000
0,0,3,228,3,0,0,9893,46,142,0,0,0,0,35,291,465000,1,345000,215000
0,0,2,95,2,0,0,0,72,30,0,0,0,0,79,2453,120000,0,490000,120000
0,0,4,224,1,0,0,0,78,153,0,0,0,0,43,1022,125000,0,230000,67000
2,0,2,170,2,0,0,0,77,151,0,0,0,0,43,259,155000,0,230000,234500
0,0,6,300,4,0,0,1,38,13,0,0,0,0,1,272,500000,1,640000,160000
0,0,4,900,1,0,0,10000,73,12,0,0,0,0,19,129,200000,1,500000,650000
0,0,4,284,3,500,0,0,80,34,0,1,0,0,13,436,1600000,0,380000,685000
0,0,3,85,2,0,0,0,39,15,0,0,0,0,54,1697,80000,0,85000,82500
0,1,4,120,2,1,0,0,55,13,0,1,0,0,59,575,250000,0,210000,250000
0,0,4,170,2,1000,0,1000,58,11,0,1,0,0,28,434,195000,1,161000,119000
0,0,2,180,2,0,0,1,35,43,0,0,0,0,40,339,560000,1,432500,1098707
2,0,3,200,2,0,0,0,25,2,0,0,0,0,11,2454,300000,0,648500,1100000
0,0,4,350,4,0,0,8000,37,43,0,0,0,0,21,44,550000,1,290000,220000
0,0,3,110,2,0,0,0,85,28,0,0,0,0,41,161,65000,0,135000,165000
2,0,2,80,1,0,0,0,85,31,0,0,0,0,13,14,380000,0,380000,645000
0,0,2,70,2,0,0,0,74,21,0,0,0,0,13,638,79000,0,380000,135000
2,0,2,75,0,0,0,0,82,5,0,0,0,0,44,265,79000,0,550000,400000
0,1,4,240,5,0,0,0,28,30,0,0,1,0,21,655,1150000,0,290000,352500
0,0,5,600,3,0,0,3500,42,23,0,0,0,0,16,2455,180000,1,200000,125000
2,0,3,139,3,0,0,0,48,61,0,0,0,0,8,180,199000,0,195000,192500
0,0,4,140,3,0,0,9412,28,159,0,0,0,0,35,529,590000,1,345000,372500
0,0,4,300,3,2500,0,2500,44,13,0,1,0,0,15,1370,225000,1,200000,120000
0,1,2,120,2,729,40,0,62,11,1,1,0,0,13,2456,290000,0,380000,290000
2,0,3,140,2,0,0,0,27,27,0,0,0,0,9,200,168000,0,270000,330000
2,0,2,75,1,0,0,0,61,25,0,0,0,0,40,293,135000,0,432500,205000
2,0,2,80,1,0,0,0,40,36,0,0,0,0,25,1047,60000,0,120000,47500
0,0,4,245,2,0,0,0,55,43,0,0,0,0,25,342,35000,0,120000,73577
0,3,2,104,1,600,10,0,25,26,1,1,0,0,18,2457,168000,0,639000,110000
0,1,3,255,2,0,0,0,54,32,0,0,0,0,61,664,200000,0,110000,75000
0,0,12,468,4,0,0,0,12,42,0,0,0,0,46,79,2750000,0,750000,1190000
2,0,3,90,1,0,0,0,84,33,0,0,0,0,13,206,300000,0,380000,285000
0,0,3,139,2,0,0,0,4,46,0,0,0,0,55,1505,288000,0,165000,178000
0,0,5,417,5,0,0,2,29,16,0,0,0,0,21,185,875000,1,290000,381500
1,2,4,102,3,110,0,0,0,20,0,1,1,0,27,711,790000,0,770000,1300000
2,0,2,85,1,0,0,0,8,24,0,0,0,0,22,111,170000,0,475000,251928
0,0,3,180,5,265,0,0,31,15,0,1,0,0,4,2044,638000,0,649000,695000
0,0,4,236,3,400,0,0,26,43,0,1,0,0,21,2458,395000,0,290000,250000
0,1,2,110,2,0,0,0,81,28,0,0,0,1,13,406,239000,0,380000,350000
1,1,6,335,5,0,0,0,61,72,0,0,0,0,14,146,350000,0,320000,260000
0,0,2,122,1,1000,0,1272,73,18,0,1,0,0,13,160,150000,1,380000,135000
0,0,5,300,4,800,0,0,41,68,0,1,0,0,46,1014,460000,0,750000,505000
2,0,2,79,1,0,0,0,13,27,0,0,0,0,9,60,85000,0,270000,302500
2,0,5,173,2,0,0,0,7,44,0,0,0,0,50,145,1150000,0,982500,1050000
2,0,3,124,2,0,0,0,18,16,0,0,0,0,25,261,75000,0,120000,129000
0,1,3,144,2,300,0,0,30,3,0,1,0,0,17,1004,650000,0,550000,1170000
2,2,2,80,1,0,7,0,20,14,1,0,0,1,11,2459,295000,0,648500,290000
1,1,3,300,3,4,0,0,44,63,0,1,0,0,62,1442,799000,0,447500,674500
0,0,6,671,3,0,75,80000,13,15,1,0,0,0,61,676,570000,1,110000,185000
0,0,4,240,5,5000,120,39000,45,93,1,1,0,0,46,1293,590000,1,750000,467500
0,0,2,80,2,0,0,0,56,22,0,0,0,0,19,142,69000,0,500000,280000
0,0,3,150,2,0,0,0,27,82,0,0,0,0,12,127,232000,0,420000,360000
0,1,13,350,3,0,0,0,45,53,0,0,0,0,73,1250,129000,0,199000,305000
2,0,4,172,4,0,0,0,24,64,0,0,0,0,55,114,450000,0,165000,176000
0,0,5,200,3,0,0,5000,31,155,0,0,0,0,35,529,290000,1,345000,372500
0,0,2,113,1,0,0,1070,36,12,0,0,0,0,15,686,30000,1,200000,125000
2,0,2,110,2,0,0,0,6,29,0,0,0,0,30,39,830000,0,980000,1425000
2,0,5,367,5,0,0,0,88,21,0,0,0,0,93,1443,390000,0,80000,287500
